file,generator,sp500_std,sp500_q01,sp500_q05,sp500_q95,sp500_q99,sp500_abs_autocorr_lag1,sp500_abs_autocorr_lag5,sp500_abs_autocorr_lag20,dgs10_std,dgs10_q01,dgs10_q05,dgs10_q95,dgs10_q99,dgs10_abs_autocorr_lag1,dgs10_abs_autocorr_lag5,dgs10_abs_autocorr_lag20,cross_corr,rolling_corr_std_60,corr_down_sp500_q05,corr_up_sp500_q95
mask1_brown.csv,brown,-0.16384308630930164,0.49895577434040567,-0.04087526407733933,0.2102733306980514,-0.3666438611476975,-1.5551976479009173,-1.7118122494651389,-1.2536306756533662,-0.2778124551885765,0.4717259315894648,0.15880153783019665,-0.3204423252885984,-0.5522097730332319,-0.7491785688170883,-1.3956382782589778,-0.7757165631843641,0.9635118962824883,-1.8044523700879085,-0.09496968615387642,0.5928606177243878
mask1_sabr.csv,sabr,-0.1126300316581307,-0.1892299638635665,-0.01636514523173489,-0.36284088934671577,-0.3759308715463283,-0.729298461117168,-1.3351432443170943,-0.35350808513456305,-0.21848868189360185,0.1241881906587057,-0.07170600352652368,-0.34347553977125295,0.059911764568299365,0.44100955717053775,0.709519500106426,1.4719732166067985,-0.9278373062820128,-0.09197979273987562,0.037457667122937466,-0.4911611562896838
mask2_brown.csv,brown,-1.2858404725590318,1.125588010473468,1.1168659011122903,-1.5000124924049953,-1.1430912834429259,0.5843567061989993,-0.017243480259469434,0.21989120506881676,-0.9922655579320494,0.6962484856174287,0.7910764391089731,-1.1507845795462903,-1.0293070204793766,1.0110135744978492,-0.6964935370997964,-0.162976451391437,-0.7102574278185939,-0.1353715195255788,-1.0302850503430303,-1.52152757839529
mask2_sabr.csv,sabr,-0.12073207784299232,-0.004320239044401255,0.0915536896017922,0.11271132240994987,0.3232749966326955,0.2488364737845403,0.5052621296389176,1.592646789087713,-0.3483598798562263,0.5002324953487138,0.2707433886423364,-0.36188580744942045,-0.1275519855484166,-1.175866376866219,-0.17161216523805492,-0.08267642335447228,1.0192233975912999,1.2070627162000724,1.4895399159416123,1.533236501433289
mask3_brown.csv,brown,-0.06129100606941584,0.6231411730128782,-0.06151603849462625,0.5218467292707465,-0.29149910637285587,-1.7909654877297192,-2.029387818941199,-1.512218321138905,0.15654953536322486,0.18223200083809224,-0.20287806305128436,0.3076841363800767,-0.18335874910267927,-1.0510291841126969,-1.672500714318477,-1.2413977135588041,-0.12160745554201542,-1.5409560693283846,-0.12545031037364554,0.22521813189786646
mask3_sabr.csv,sabr,1.600183414253666,-0.8279679355756111,-2.196676668595239,2.1524263182662415,1.034062329334721,-0.9549308203528326,-1.1686859719603122,-0.5285239123775634,-0.16182392861312483,0.4142147010261911,0.01792786857948529,-0.15280133621801484,-0.48190895051000926,-0.8959217154837122,-1.8652443296701078,-1.5633785891490861,1.0918529917777244,-1.5402644468233542,-0.8371965453498391,0.9073412559920119
mask4_brown.csv,brown,-0.8843258704268405,0.5223136135426806,0.6697516212612203,-0.6836076601822959,-0.8941734193754746,-0.1379273996614321,-0.9092785454653417,-1.4316955656813655,-0.7575078855473093,0.9742853512468109,0.7910764391089731,-0.6248520648150436,-0.7287220088357234,-0.6833868530223034,-1.0038659694445682,-1.2410252957274213,1.2643535291154313,0.4019597200766341,0.7275223810886108,1.2990263096753636
mask4_sabr.csv,sabr,-0.09989532221871529,-0.370268648272482,0.1740399128783256,0.0038775722219791353,0.5824805848253211,1.8007249817735322,1.5746768184166022,2.622330156109947,1.6477257373611418,-1.7967922861267078,-1.4096695961744155,1.2521537463344472,2.3898169775884983,2.0212478925801802,2.6699850994987377,2.214392480013402,-0.14565625811518018,-1.2090972545938083,-0.27961013210036445,0.030179953770175714
mask5_brown.csv,brown,0.02646614181721714,0.32099389160533964,-0.3817235085361179,0.4621049801433143,-0.3744311831578025,-1.3542955122378084,-2.394161224935968,-2.429886491492581,0.18542966157538837,0.13830982208245493,-0.5127975337375965,0.017737541008740202,-0.18399929576249346,-1.5872406919114779,-1.8359765176405072,-1.0360548004835073,0.12373220916598453,-1.4652081377893516,-0.07845042104781524,0.8052397588037304
mask5_sabr.csv,sabr,-0.39805870251524006,0.6004739255564752,0.2340660011123356,0.3344141974095315,-0.3030971573112289,-1.4931246972472136,-1.1312417828497912,-0.8622324676104892,2.938916979979272,-2.836209892203873,-2.851254914157485,2.7937092809380593,2.7896255524532507,0.21273618984731388,0.5705836003536914,0.6008410365512349,-0.9723570410882543,-0.9708778066164243,-1.4881997835718954,-0.7716768677499347
